Taiwan, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1990-1999      105                29.35            6.14           35.49
1990-1999      106                11.42            0.83           12.25
1990-1999      107                 2.49            0.00            2.49
1990-1999      108                 0.10            0.00            0.10
1990-1999      109                 0.00            0.00            0.00
1990-1999      110+                0.00            0.00            0.00
2000-2009        0           1047264.99      1147322.52      2194587.51
2000-2009        1           1140499.09      1247632.77      2388131.86
2000-2009        2           1188553.74      1298811.17      2487364.91
2000-2009        3           1244689.24      1359118.31      2603807.54
2000-2009        4           1300785.62      1418874.95      2719660.56
2000-2009        5           1355274.38      1476217.41      2831491.79
2000-2009        6           1406361.98      1529436.98      2935798.96
2000-2009        7           1447247.47      1572880.43      3020127.89
2000-2009        8           1479942.26      1609652.39      3089594.64
2000-2009        9           1497642.92      1630835.29      3128478.22
2000-2009       10           1512740.11      1647193.50      3159933.62
2000-2009       11           1542014.81      1677628.65      3219643.46
2000-2009       12           1551217.51      1686252.19      3237469.71
2000-2009       13           1542085.02      1674238.99      3216324.01
2000-2009       14           1541795.06      1671065.02      3212860.07
2000-2009       15           1556790.87      1683944.03      3240734.90
2000-2009       16           1577492.35      1702020.25      3279512.60
2000-2009       17           1609650.21      1729595.78      3339245.99
2000-2009       18           1652323.16      1767291.79      3419614.95
2000-2009       19           1693215.85      1801226.43      3494442.27
2000-2009       20           1736454.20      1837446.38      3573900.58
2000-2009       21           1773488.10      1871570.47      3645058.57
2000-2009       22           1809380.90      1903878.34      3713259.24
2000-2009       23           1865024.13      1955902.73      3820926.86
2000-2009       24           1898943.00      1983411.96      3882354.96
2000-2009       25           1906687.89      1982258.57      3888946.46
2000-2009       26           1905201.12      1972820.69      3878021.81
2000-2009       27           1893172.55      1953889.91      3847062.45
2000-2009       28           1877715.48      1930848.26      3808563.75
2000-2009       29           1864166.32      1911617.84      3775784.16
2000-2009       30           1851611.81      1894234.70      3745846.51
2000-2009       31           1840202.31      1878827.23      3719029.53
2000-2009       32           1832370.55      1869412.83      3701783.37
2000-2009       33           1815413.74      1851346.76      3666760.50
2000-2009       34           1819167.64      1854404.02      3673571.66
2000-2009       35           1832575.73      1869600.88      3702176.61
2000-2009       36           1851071.66      1889741.04      3740812.70
2000-2009       37           1868099.67      1909253.84      3777353.51
2000-2009       38           1878759.96      1922603.05      3801363.01
2000-2009       39           1882802.01      1927927.61      3810729.61
2000-2009       40           1884205.96      1929627.20      3813833.16
2000-2009       41           1880920.02      1924653.74      3805573.76
2000-2009       42           1874937.59      1915194.95      3790132.54
2000-2009       43           1865421.54      1901696.77      3767118.30
2000-2009       44           1850891.30      1884158.66      3735049.97
2000-2009       45           1829639.58      1859006.44      3688646.02
2000-2009       46           1797950.70      1822766.22      3620716.92
2000-2009       47           1761332.33      1781911.26      3543243.59
2000-2009       48           1727118.70      1742944.10      3470062.80
2000-2009       49           1684475.55      1694334.16      3378809.70
2000-2009       50           1625936.42      1631559.05      3257495.47
2000-2009       51           1558658.82      1560278.30      3118937.13
2000-2009       52           1484425.74      1482378.03      2966803.77
2000-2009       53           1396576.25      1390566.20      2787142.45
2000-2009       54           1295539.50      1284877.98      2580417.48
2000-2009       55           1203365.33      1188703.11      2392068.43
2000-2009       56           1125339.39      1107930.92      2233270.31
2000-2009       57           1052404.76      1031769.60      2084174.36
2000-2009       58            979976.51       956205.21      1936181.73
2000-2009       59            919090.49       891934.30      1811024.79
2000-2009       60            873856.62       841246.67      1715103.30
2000-2009       61            835891.03       798039.60      1633930.63
2000-2009       62            808132.47       765014.19      1573146.65
2000-2009       63            792421.38       744287.91      1536709.29
2000-2009       64            786088.84       733250.56      1519339.40
2000-2009       65            775708.48       719227.68      1494936.16
2000-2009       66            754161.23       697829.41      1451990.64
2000-2009       67            728960.47       676810.86      1405771.33
2000-2009       68            702076.27       658945.04      1361021.31
2000-2009       69            672758.59       643864.18      1316622.77
2000-2009       70            641675.70       631108.63      1272784.33
2000-2009       71            611449.84       619028.56      1230478.40
2000-2009       72            580828.52       606024.32      1186852.84
2000-2009       73            549952.72       590857.13      1140809.85
2000-2009       74            518527.69       573421.20      1091948.89
2000-2009       75            484725.75       549499.07      1034224.82
2000-2009       76            450852.80       518926.62       969779.41
2000-2009       77            418174.08       484687.34       902861.42
2000-2009       78            385749.16       446341.26       832090.42
2000-2009       79            351867.55       402461.83       754329.38
2000-2009       80            313982.29       344511.93       658494.23
2000-2009       81            279546.21       298214.32       577760.53
2000-2009       82            246679.44       254504.30       501183.75
2000-2009       83            214972.31       213393.16       428365.47
2000-2009       84            185481.79       176367.95       361849.73
2000-2009       85            158899.33       144682.46       303581.79
2000-2009       86            135000.96       118170.86       253171.82
2000-2009       87            113168.17        95412.87       208581.04
2000-2009       88             92644.39        75029.43       167673.82
2000-2009       89             74730.73        57853.51       132584.24
2000-2009       90             59685.09        44111.02       103796.10
2000-2009       91             46765.98        33147.83        79913.81
2000-2009       92             35756.87        24384.01        60140.88
2000-2009       93             26864.21        17587.94        44452.15
2000-2009       94             19811.13        12451.46        32262.58
2000-2009       95             14128.23         8563.54        22691.77
2000-2009       96              9780.99         5726.24        15507.22
2000-2009       97              6606.18         3689.55        10295.73
2000-2009       98              4368.59         2318.89         6687.47
2000-2009       99              2859.69         1474.62         4334.31
2000-2009      100              1802.85          913.31         2716.16
2000-2009      101              1094.18          539.48         1633.66
2000-2009      102               649.35          308.36          957.70
2000-2009      103               371.81          169.19          541.01
2000-2009      104               205.49           88.67          294.16
2000-2009      105               109.31           43.20          152.51
2000-2009      106                54.66           18.05           72.71
2000-2009      107                24.34            5.64           29.97
2000-2009      108                 8.14            0.89            9.03
2000-2009      109                 1.16            0.00            1.16
2000-2009      110+                0.00            0.00            0.00
2010-2014        0            450889.32       486177.07       937066.40
2010-2014        1            482161.64       521398.95      1003560.59
2010-2014        2            471552.52       512015.37       983567.89
2010-2014        3            464658.04       506422.22       971080.25
2010-2014        4            477090.11       520748.57       997838.68
2010-2014        5            491812.87       537795.77      1029608.63
2010-2014        6            503205.38       551561.90      1054767.28
2010-2014        7            519034.50       569273.72      1088308.21
2010-2014        8            539265.28       590883.93      1130149.21
2010-2014        9            578085.77       632834.91      1210920.68
2010-2014       10            614192.56       671938.08      1286130.64
2010-2014       11            639572.16       698120.07      1337692.23
2010-2014       12            669836.32       729604.77      1399441.09
2010-2014       13            705636.05       767944.21      1473580.26
2010-2014       14            722320.66       784807.36      1507128.02
2010-2014       15            739724.99       801647.96      1541372.95
2010-2014       16            764843.69       827637.56      1592481.25
2010-2014       17            775246.88       838579.24      1613826.13
2010-2014       18            772398.19       836434.24      1608832.43
2010-2014       19            773756.64       839569.57      1613326.21
2010-2014       20            771158.09       836544.35      1607702.44
2010-2014       21            774043.35       839265.06      1613308.41
2010-2014       22            771986.63       835765.12      1607751.75
2010-2014       23            766601.51       825519.90      1592121.41
2010-2014       24            767559.67       818540.77      1586100.44
2010-2014       25            788895.75       832158.65      1621054.41
2010-2014       26            812097.04       847296.44      1659393.48
2010-2014       27            854336.58       880191.98      1734528.56
2010-2014       28            911184.23       928400.17      1839584.40
2010-2014       29            960501.52       969991.75      1930493.27
2010-2014       30            992278.20       994405.58      1986683.78
2010-2014       31           1015787.97      1012731.48      2028519.46
2010-2014       32           1017969.53      1010838.93      2028808.46
2010-2014       33           1022643.09      1012569.66      2035212.75
2010-2014       34           1008756.57       996695.72      2005452.29
2010-2014       35            983598.71       969411.56      1953010.27
2010-2014       36            956004.76       939981.43      1895986.19
2010-2014       37            937890.17       921998.16      1859888.33
2010-2014       38            911923.61       895553.64      1807477.25
2010-2014       39            905470.89       890073.62      1795544.51
2010-2014       40            910475.76       897483.87      1807959.63
2010-2014       41            919563.51       908937.93      1828501.44
2010-2014       42            922378.56       915661.57      1838040.13
2010-2014       43            924498.75       921265.26      1845764.02
2010-2014       44            928367.10       926429.10      1854796.19
2010-2014       45            931542.83       930449.43      1861992.26
2010-2014       46            936552.89       935163.90      1871716.78
2010-2014       47            946950.62       943769.77      1890720.39
2010-2014       48            952255.46       947323.98      1899579.44
2010-2014       49            949564.86       943767.17      1893332.03
2010-2014       50            945532.84       937437.99      1882970.82
2010-2014       51            934845.62       923894.07      1858739.69
2010-2014       52            916582.66       903020.48      1819603.14
2010-2014       53            900277.93       882929.27      1783207.20
2010-2014       54            886702.31       866223.90      1752926.21
2010-2014       55            868197.09       844846.97      1713044.05
2010-2014       56            845804.22       819550.20      1665354.42
2010-2014       57            825366.42       797171.25      1622537.66
2010-2014       58            805801.17       775543.75      1581344.92
2010-2014       59            774566.88       742024.08      1516590.96
2010-2014       60            732830.09       699113.60      1431943.69
2010-2014       61            686319.68       652229.38      1338549.06
