Latvia, Deaths (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1980-1989       92              2117.00          587.01         2704.01
1980-1989       93              1755.00          499.01         2254.01
1980-1989       94              1326.00          384.01         1710.01
1980-1989       95              1038.00          297.01         1335.01
1980-1989       96               784.00          185.00          969.00
1980-1989       97               544.00          166.00          710.00
1980-1989       98               407.00          110.00          517.00
1980-1989       99               283.00           67.00          350.00
1980-1989      100               194.12           59.88          254.00
1980-1989      101               127.42           40.77          168.19
1980-1989      102                81.61           27.15          108.76
1980-1989      103                51.00           17.73           68.73
1980-1989      104                31.04           11.22           42.26
1980-1989      105                18.35            6.48           24.83
1980-1989      106                10.57            1.80           12.37
1980-1989      107                 4.59            0.00            4.59
1980-1989      108                 0.28            0.00            0.28
1980-1989      109                 0.00            0.00            0.00
1980-1989      110+                0.00            0.00            0.00
1990-1999        0              1723.38         2222.47         3945.85
1990-1999        1               172.02          218.14          390.16
1990-1999        2               123.00          169.11          292.11
1990-1999        3               103.01          144.10          247.11
1990-1999        4                85.50          148.09          233.59
1990-1999        5                72.51          141.58          214.09
1990-1999        6                72.50          132.06          204.56
1990-1999        7                60.01          124.07          184.08
1990-1999        8                66.50          106.53          173.03
1990-1999        9                51.51          104.05          155.56
1990-1999       10                48.50          116.06          164.56
1990-1999       11                50.50           89.05          139.55
1990-1999       12                51.00           98.56          149.56
1990-1999       13                54.50          112.56          167.06
1990-1999       14                62.01          126.09          188.10
1990-1999       15                81.50          173.61          255.11
1990-1999       16                88.50          214.14          302.64
1990-1999       17               104.50          304.72          409.22
1990-1999       18               100.00          372.27          472.27
1990-1999       19               126.50          452.30          578.80
1990-1999       20               115.00          448.80          563.80
1990-1999       21               119.50          462.84          582.34
1990-1999       22               121.52          548.39          669.91
1990-1999       23               124.01          564.38          688.39
1990-1999       24               120.50          560.40          680.90
1990-1999       25               138.02          614.94          752.96
1990-1999       26               135.50          627.43          762.93
1990-1999       27               147.50          685.47          832.97
1990-1999       28               161.00          713.02          874.02
1990-1999       29               196.01          787.06          983.07
1990-1999       30               200.51          840.61         1041.12
1990-1999       31               195.51          832.57         1028.08
1990-1999       32               209.53          888.63         1098.16
1990-1999       33               234.52          935.15         1169.67
1990-1999       34               280.04         1083.78         1363.82
1990-1999       35               295.08         1101.81         1396.89
1990-1999       36               349.61         1155.34         1504.95
1990-1999       37               346.60         1210.40         1557.00
1990-1999       38               379.12         1296.90         1676.02
1990-1999       39               454.13         1408.02         1862.15
1990-1999       40               508.14         1641.69         2149.83
1990-1999       41               488.12         1468.05         1956.17
1990-1999       42               485.15         1596.69         2081.84
1990-1999       43               559.65         1680.23         2239.88
1990-1999       44               629.17         1855.90         2485.07
1990-1999       45               698.18         1924.86         2623.04
1990-1999       46               755.69         1954.40         2710.09
1990-1999       47               766.19         1981.39         2747.58
1990-1999       48               844.70         2145.47         2990.17
1990-1999       49               955.23         2429.71         3384.94
1990-1999       50               968.72         2754.93         3723.65
1990-1999       51              1032.24         2736.44         3768.68
1990-1999       52              1092.75         2871.03         3963.78
1990-1999       53              1241.28         3143.28         4384.56
1990-1999       54              1355.33         3318.40         4673.73
1990-1999       55              1450.87         3465.50         4916.37
1990-1999       56              1530.90         3582.03         5112.93
1990-1999       57              1679.40         3829.27         5508.67
1990-1999       58              1807.93         3887.18         5695.11
1990-1999       59              1875.96         4101.81         5977.77
1990-1999       60              2002.98         4384.51         6387.49
1990-1999       61              2118.98         4329.93         6448.91
1990-1999       62              2225.52         4455.59         6681.11
1990-1999       63              2405.56         4513.71         6919.27
1990-1999       64              2625.61         4618.29         7243.90
1990-1999       65              2975.21         4573.82         7549.03
1990-1999       66              3163.24         4646.33         7809.57
1990-1999       67              3336.79         4470.11         7806.90
1990-1999       68              3544.85         4297.93         7842.78
1990-1999       69              3896.45         4077.30         7973.75
1990-1999       70              4111.03         3978.27         8089.30
1990-1999       71              4091.54         3837.12         7928.66
1990-1999       72              4194.58         3607.00         7801.58
1990-1999       73              4212.09         3410.37         7622.46
1990-1999       74              4204.58         3181.70         7386.28
1990-1999       75              4406.58         3067.01         7473.59
1990-1999       76              4590.10         3062.49         7652.59
1990-1999       77              4741.60         3019.93         7761.53
1990-1999       78              5122.16         3074.48         8196.64
1990-1999       79              5442.70         3032.02         8474.72
1990-1999       80              5577.27         3051.56         8628.83
1990-1999       81              5996.37         3049.10         9045.47
1990-1999       82              6079.92         3007.08         9087.00
1990-1999       83              6269.01         2966.05         9235.06
1990-1999       84              6395.05         2889.94         9284.99
1990-1999       85              6171.02         2690.30         8861.32
1990-1999       86              5956.96         2351.08         8308.04
1990-1999       87              5599.35         2143.44         7742.79
1990-1999       88              5064.23         1803.77         6868.00
1990-1999       89              4522.11         1537.57         6059.68
1990-1999       90              3766.44         1271.38         5037.82
1990-1999       91              3269.32          969.18         4238.50
1990-1999       92              2705.18          759.53         3464.71
1990-1999       93              2189.56          548.40         2737.96
1990-1999       94              1653.92          405.27         2059.19
1990-1999       95              1203.31          268.67         1471.98
1990-1999       96               866.71          210.65         1077.36
1990-1999       97               658.67          144.08          802.75
1990-1999       98               441.62           96.03          537.65
1990-1999       99               318.80           71.81          390.61
1990-1999      100               240.70           44.04          284.74
1990-1999      101               154.54           27.39          181.93
1990-1999      102                95.85           16.96          112.81
1990-1999      103                57.52            9.22           66.74
1990-1999      104                33.59            4.87           38.46
1990-1999      105                19.38            1.83           21.21
1990-1999      106                10.36            0.00           10.36
1990-1999      107                 4.58            0.00            4.58
1990-1999      108                 1.44            0.00            1.44
1990-1999      109                 0.00            0.00            0.00
1990-1999      110+                0.00            0.00            0.00
2000-2009        0               858.08         1025.33         1883.41
2000-2009        1                73.50           80.51          154.01
2000-2009        2                40.00           70.50          110.50
2000-2009        3                27.50           58.00           85.50
2000-2009        4                29.50           55.01           84.51
2000-2009        5                28.51           45.00           73.51
2000-2009        6                26.51           43.00           69.51
2000-2009        7                22.50           46.50           69.00
2000-2009        8                19.01           52.50           71.51
2000-2009        9                21.50           42.50           64.00
2000-2009       10                24.50           43.00           67.50
2000-2009       11                17.00           47.00           64.00
2000-2009       12                23.50           54.00           77.50
2000-2009       13                34.50           49.51           84.01
2000-2009       14                40.00           62.51          102.51
2000-2009       15                55.51          100.50          156.01
2000-2009       16                73.00          135.02          208.02
2000-2009       17                86.50          171.04          257.54
2000-2009       18                77.00          225.57          302.57
2000-2009       19                82.01          269.59          351.60
2000-2009       20                83.50          289.08          372.58
2000-2009       21                67.50          334.60          402.10
2000-2009       22                74.51          334.10          408.61
2000-2009       23                83.50          342.60          426.10
2000-2009       24                84.50          364.60          449.10
2000-2009       25                85.50          376.60          462.10
2000-2009       26                85.50          386.60          472.10
2000-2009       27                95.00          413.10          508.10
2000-2009       28               108.50          455.64          564.14
2000-2009       29               107.01          525.67          632.68
2000-2009       30               118.01          517.15          635.16
2000-2009       31               141.50          514.67          656.17
2000-2009       32               162.50          571.68          734.18
2000-2009       33               172.51          607.68          780.19
2000-2009       34               195.01          668.69          863.70
2000-2009       35               203.01          729.21          932.22
2000-2009       36               235.02          711.71          946.73
2000-2009       37               264.01          796.24         1060.25
2000-2009       38               283.02          896.79         1179.81
2000-2009       39               328.52          984.83         1313.35
2000-2009       40               351.52         1089.38         1440.90
2000-2009       41               378.03         1093.87         1471.90
2000-2009       42               413.54         1257.95         1671.49
2000-2009       43               452.54         1351.48         1804.02
2000-2009       44               501.54         1462.01         1963.55
2000-2009       45               569.55         1591.54         2161.09
2000-2009       46               624.04         1662.55         2286.59
2000-2009       47               637.55         1747.58         2385.13
2000-2009       48               694.56         1769.08         2463.64
2000-2009       49               802.57         2057.66         2860.23
2000-2009       50               868.08         2229.73         3097.81
2000-2009       51               860.57         2173.22         3033.79
2000-2009       52               934.09         2248.74         3182.83
2000-2009       53               969.08         2360.29         3329.37
2000-2009       54              1035.59         2490.32         3525.91
2000-2009       55              1082.09         2575.84         3657.93
2000-2009       56              1113.10         2619.85         3732.95
2000-2009       57              1194.61         2729.91         3924.52
2000-2009       58              1353.63         2879.46         4233.09
2000-2009       59              1497.14         3111.54         4608.68
2000-2009       60              1560.65         3313.61         4874.26
2000-2009       61              1615.17         3370.10         4985.27
2000-2009       62              1768.21         3663.73         5431.94
2000-2009       63              1965.24         3954.84         5920.08
2000-2009       64              2136.75         4090.38         6227.13
2000-2009       65              2322.78         4113.87         6436.65
2000-2009       66              2499.30         4157.87         6657.17
2000-2009       67              2679.32         4309.43         6988.75
2000-2009       68              2798.35         4445.97         7244.32
