Spain, Deaths (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1950-1959       26              4324.02         5684.54        10008.56
1950-1959       27              4580.95         5820.21        10401.16
1950-1959       28              4611.11         6018.16        10629.27
1950-1959       29              4113.41         5313.03         9426.44
1950-1959       30              4737.51         5914.66        10652.17
1950-1959       31              3716.08         5026.86         8742.94
1950-1959       32              4612.32         5655.61        10267.93
1950-1959       33              4415.48         5504.99         9920.47
1950-1959       34              4454.67         5349.18         9803.85
1950-1959       35              4639.13         5675.54        10314.67
1950-1959       36              4908.17         5671.49        10579.66
1950-1959       37              4790.72         5668.53        10459.25
1950-1959       38              5520.36         6203.93        11724.29
1950-1959       39              4896.35         5964.91        10861.26
1950-1959       40              6528.97         7396.10        13925.07
1950-1959       41              4769.84         6101.59        10871.43
1950-1959       42              6585.33         8289.23        14874.56
1950-1959       43              5850.83         7659.34        13510.17
1950-1959       44              6291.27         8471.04        14762.31
